,0,1,2,3,4
46961,6p,zinniamix,,,
46962,9p,ctomkit,veggie,,
46963,9p,cascadingpetunia,,,
46964,9p,intlbasil,,,
46965,9p,tradlmedicinal,,,
46966,9p,cocktailmocktail,,,
46967,9p,polkadotmix,,,
46968,9p,cayennepepper,,,
46969,9p,smoothiegreens,,,
46970,9p,scarboroughfair,,,
46971,9p,bokchoi,,,
46972,peat,bulk,50pk,,
46973,7p,gourmetherb,,,
46974,6p,growanything,,,
46975,9p,gourmetherb,,,
46976,9p,hrlmsaladgreens,,,
46977,harvesteliteslim,plt,,,
46978,harvesteliteslim,cpr,,,
46979,bounty,gh,,,
46980,gstrefillkit,retail,,,
46981,45wattledgrowpanel+stand,,,,
46982,6p,cherrytomato,,,
46983,sproutled,red,gh,,
46984,harvest2016,blk,,,
46985,bounty,gh,,,
46986,seedstartingsystem,ss6,,,
46987,6p,growanything,,,
46988,9p,growanything,,,
46989,9p,hrlmsaladgreens,,,
46990,sproutled,blk,gh,,
46991,gstrefillkit,retail,,,
46992,seedstartingsystem,exbtyul,,,
46993,7p,cherrytomato,,,
46994,seedstartingsystem,ss6,,,
46995,6p,gourmetherb,,,
46996,6p,cherrytomato,,,
46997,9p,hrlmsaladgreens,,,
46998,3p,cascadingpetunia,,,
46999,3p,gourmetherb,,,
47000,7p,gourmetherb,,,
47001,seedstartingsystem,ss6,,,
47002,6p,hrlmsaladgreens,,,
47003,9p,hrlmsaladgreens,,,
47004,harvest2016,red,,,
47005,gstrefillkit,retail,,,
47006,seedstartingsystem,exbtyul,,,
47007,3p,mightyminicherrytomato,,,
47008,6p,gourmetherb,,,
47009,6p,growanything,,,
47010,9p,gourmetherb,,,
47011,9p,growanything,,,
47012,9p,hrlmsaladgreens,,,
47013,peat,bulk,50pk,,
47014,3p,gourmetherb,,,
47015,7p,gourmetherb,,,
47016,6p,cherrytomato,,,
47017,9p,hrlmsaladgreens,,,
47018,3p,mightyminicherrytomato,,,
47019,6p,growanything,,,
47020,6p,hrlmsaladgreens,,,
47021,45wattledgrowpanel+stand,,,,
47022,bountybasic2019,blk,,,
47023,harvest2018,blk,,,
47024,harvest360,wht,,,
47025,bounty2019,blk,,,
47026,sproutled,blk,gh,,
47027,sproutled,wht,gh,,
47028,harvest2018,blk,,,
47029,harvestelite2018,cpr,,,
47030,harvesteliteslim,cpr,,,
47031,harvest360,blk,,,
47032,harvestelite360,plt,,,
47033,6p,cherrytomato,,,
47034,sproutled,blk,gh,,
47035,harvest2018,wht,,,
47036,harvest360,wht,,,
47037,harvesteliteslim,ss,,,
47038,bountyeliteredwifi,,,,
47039,3p,gourmetherb,,,
47040,6p,gourmetherb,,,
47041,6p,hrlmsaladgreens,,,
47042,sproutled,wht,gh,,
47043,harvesteliteslim,ss,,,
47044,3p,heirloomsaladgreens,,,
47045,9p,saladgreensmix,,,
47046,harvestelite2018,ss,,,
47047,3p,mightyminicherrytomato,,,
47048,6p,growanything,,,
47049,sproutled,red,gh,,
47050,harvestelite360,ss,,,
47051,harvesteliteslim,ss,,,
47052,bountyeliteplatinum,,,,
47053,6p,gourmetherb,,,
47054,sproutled,blk,gh,,
47055,harvestelite360,ss,,,
47056,3p,heirloomsaladgreens,,,
47057,9p,saladgreensmix,,,
47058,9p,growanything,,,
47059,sproutled,blk,gh,,
47060,harvesteliteslim,ss,,,
47061,bountyeliteplatinum,,,,
47062,3p,growanything,,,
47063,6p,cherrytomato,,,
47064,6p,growanything,,,
47065,9p,growanything,,,
47066,sproutled,wht,gh,,
47067,harvest2018,wht,,,
47068,harvestelite360,ss,,,
47069,bountyeliteplatinum,wifi,,,
47070,sproutled,blk,gh,,
47071,bountywithwifi,,,,
47072,ultraled,blk,gh,,
47073,bountywithwifi,,,,
47074,ultraled,blk,gh,,
47075,harvesttouch,eggplnt,,,
47076,harvesttouch,red,,,
47077,harvesttouch,wht,,,
47078,harvesttouch,blue,,,
47079,harvestwifi,blk,,,
47080,harvestelite360,plt,,,
47081,harvestelite360,ss,,,
47082,harvestelite360,red,,,
47083,bounty2019,blk,,,
47084,3p,mightyminicherrytomato,,,
47085,6p,cherrytomato,,,
47086,9p,hrlmcherrytomato,,,
47087,9p,growanything,,,
47088,harvestelite360,ss,,,
47089,harvesteliteslim,ss,,,
47090,bountyeliteplatinum,,,,
47091,bountyelitewifi,,,,
47092,bountyelite,red,gh,,
47093,3p,gourmetherb,,,
47094,harvest360,wht,,,
47095,bountyelitewifi,,,,
47096,6p,gourmetherb,,,
47097,6p,cherrytomato,,,
47098,6p,hrlmsaladgreens,,,
47099,9p,growanything,,,
47100,harvesteliteslim,ss,,,
47101,9p,saladgreensmix,,,
47102,9p,growanything,,,
47103,harvestelite2018,ss,,,
47104,harvesteliteslim,ss,,,
47105,bountyeliteplatinum,,,,
47106,3p,growanything,,,
47107,6p,gourmetherb,,,
47108,9p,growanything,,,
47109,sproutled,wht,gh,,
47110,harvestelite360,ss,,,
47111,harvesteliteslim,ss,,,
47112,9p,gourmetherb,,,
47113,3p,mightyminicherrytomato,,,
47114,9p,gourmetherb,,,
47115,sproutled,red,gh,,
47116,bountyeliteplatinum,,,,
47117,3p,gourmetherb,,,
47118,9p,hrlmcherrytomato,,,
47119,9p,saladgreensmix,,,
47120,harvestelite360,ss,,,
47121,3p,mightyminicherrytomato,,,
47122,9p,gourmetherb,,,
47123,9p,growanything,,,
47124,harvesteliteslim,ss,,,
47125,3p,growanything,,,
47126,3p,gourmetherb,,,
47127,6p,cherrytomato,,,
47128,6p,hrlmsaladgreens,,,
47129,9p,saladgreensmix,,,
47130,9p,growanything,,,
47131,9p,gourmetherb,,,
47132,harvest360,wht,,,
47133,bountyeliteplatinum,,,,
47134,sproutled,red,gh,,
47135,harvestelite2018,ss,,,
47136,bountyeliteredwifi,,,,
47137,3p,heirloomsaladgreens,,,
47138,9p,hrlmcherrytomato,,,
47139,harvestelite2018,ss,,,
47140,bountyeliteplatinum,,,,
47141,bountywithwifi,,,,
47142,bountyeliteplatinum,wifi,,,
47143,harvestpremium,black,,,
47144,harvestpremium,plt,,,
47145,harvestpremium,plt,,,
47146,harvesttouch,red,,,
47147,harvestpl,grey,,,
47148,bountyelite,gh,ss,,
47149,harvest360,red,,,
47150,harvestelite360,cpr,,,
47151,harvestpremium,plt,,,
47152,bountywithwifi,,,,
47153,bountyeliteredwifi,,,,
47154,harvestelite2018,ss,,,
47155,bounty2019,wht,,,
47156,harvestelite360,red,,,
47157,harvestelite2018,pwh,,,
47158,6,blk,gh,,
47159,harvestelite360,red,,,
47160,harvesteliteslim,cpr,,,
47161,harvest2018,wht,,,
47162,harvestelite360,red,,,
47163,9p,saladgreensmix,,,
47164,9p,hrlmcherrytomato,,,
47165,9p,hrlmcherrytomato,,,
47166,9p,gourmetherb,,,
47167,9p,hrlmcherrytomato,,,
47168,9p,growanything,,,
47169,9p,gourmetherb,,,
47170,9p,growanything,,,
47171,9p,hrlmsaladgreens,,,
47172,9p,hrlmcherrytomato,,,
47173,9p,growanything,,,
47174,9p,hrlmsaladgreens,,,
47175,bountyelite,gh,ss,,
47176,bounty,gh,,,
47177,9p,gourmetherb,,,
47178,9p,hrlmcherrytomato,,,
47179,9p,hrlmsaladgreens,,,
47180,6p,cherrytomato,,,
47181,3p,heirloomsaladgreens,,,
47182,sproutled,blk,gh,,
47183,bountyelite,gh,ss,,
47184,bountyelite,red,gh,,
47185,6p,hrlmsaladgreens,,,
47186,9p,gourmetherb,,,
47187,bountyelite,red,gh,,
47188,6p,gourmetherb,,,
47189,6p,cherrytomato,,,
47190,9p,growanything,,,
47191,sproutled,blk,gh,,
47192,3p,mightyminicherrytomato,,,
47193,6p,cherrytomato,,,
47194,sproutled,wht,gh,,
47195,bountyelite,gh,ss,,
47196,bountyelite,red,gh,,
47197,6p,growanything,,,
47198,bountyeliteplatinum,,,,
47199,3p,gourmetherb,,,
47200,3p,heirloomsaladgreens,,,
47201,6p,gourmetherb,,,
47202,6p,cherrytomato,,,
47203,9p,gourmetherb,,,
47204,9p,hrlmcherrytomato,,,
47205,9p,growanything,,,
47206,bountyelite,gh,ss,,
47207,bountyeliteplatinum,,,,
47208,9p,gourmetherb,,,
47209,9p,growanything,,,
47210,sproutled,wht,gh,,
47211,sproutled,red,gh,,
47212,6ledwithgh,,,,
47213,bountyeliteplatinum,,,,
47214,bountyelite,red,gh,,
47215,6p,cherrytomato,,,
47216,bountyelite,red,gh,,
47217,3p,gourmetherb,,,
47218,sproutled,blk,gh,,
47219,3p,heirloomsaladgreens,,,
47220,9p,gourmetherb,,,
47221,9p,saladgreensmix,,,
47222,bountyelite,gh,ss,,
47223,3p,mightyminicherrytomato,,,
47224,9p,growanything,,,
47225,6p,gourmetherb,,,
47226,9p,saladgreensmix,,,
47227,bountyelite,gh,ss,,
47228,bountyelite,gh,ss,,
47229,6p,gourmetherb,,,
47230,bountyeliteplatinum,,,,
47231,6p,gourmetherb,,,
47232,6p,cherrytomato,,,
47233,6p,growanything,,,
47234,9p,gourmetherb,,,
47235,9p,hrlmcherrytomato,,,
47236,sproutled,blk,gh,,
47237,bountyeliteplatinum,,,,
47238,sproutled,wht,gh,,
47239,sproutled,red,gh,,
47240,6ledwithgh,,,,
47241,bountyelite,red,gh,,
47242,3p,mightyminicherrytomato,,,
47243,9p,saladgreensmix,,,
47244,bountyeliteplatinum,,,,
47245,bountyelite,red,gh,,
47246,3p,gourmetherb,,,
47247,6p,growanything,,,
47248,9p,hrlmcherrytomato,,,
47249,3p,heirloomsaladgreens,,,
47250,9p,saladgreensmix,,,
47251,sproutled,red,gh,,
47252,3p,mightyminicherrytomato,,,
47253,6p,cherrytomato,,,
47254,6p,growanything,,,
47255,bountyelite,gh,ss,,
47256,bountyelite,red,gh,,
47257,9p,growanything,,,
47258,sproutled,blk,gh,,
47259,bountyelite,gh,ss,,
47260,bountyelite,gh,ss,,
47261,9p,saladgreensmix,,,
47262,6p,gourmetherb,,,
47263,sproutled,wht,gh,,
47264,6p,hrlmsaladgreens,,,
47265,bountyelite,gh,ss,,
47266,6p,growanything,,,
47267,9p,gourmetherb,,,
47268,6ledwithgh,,,,
47269,6p,growanything,,,
47270,9p,gourmetherb,,,
47271,9p,growanything,,,
47272,sproutled,blk,gh,,
47273,harvesteliteslim,ss,,,
47274,3p,mightyminicherrytomato,,,
47275,9p,gourmetherb,,,
47276,9p,hrlmcherrytomato,,,
47277,sproutled,wht,gh,,
47278,sproutled,red,gh,,
47279,harvestelite360,ss,,,
47280,bountyelite,gh,ss,,
47281,3p,growanything,,,
47282,3p,mightyminicherrytomato,,,
47283,6p,growanything,,,
47284,9p,gourmetherb,,,
47285,sproutled,red,gh,,
47286,harvest2018,wht,,,
47287,6p,hrlmsaladgreens,,,
47288,sproutled,blk,gh,,
47289,sproutled,red,gh,,
47290,harvest360,wht,,,
47291,6p,growanything,,,
47292,9p,growanything,,,
47293,bountyeliteplatinum,,,,
47294,bountyelite,red,gh,,
47295,harvestelite2018,ss,,,
47296,3p,heirloomsaladgreens,,,
47297,9p,growanything,,,
47298,3p,mightyminicherrytomato,,,
47299,6p,cherrytomato,,,
47300,9p,saladgreensmix,,,
47301,9p,growanything,,,
47302,bountyeliteplatinum,,,,
47303,bountyeliteredwifi,,,,
47304,6p,gourmetherb,,,
47305,6p,cherrytomato,,,
47306,6p,growanything,,,
47307,harvest360,wht,,,
47308,harvestelite360,ss,,,
47309,bountyeliteplatinum,wifi,,,
47310,3p,heirloomsaladgreens,,,
47311,9p,hrlmcherrytomato,,,
47312,3p,mightyminicherrytomato,,,
47313,6p,hrlmsaladgreens,,,
47314,9p,growanything,,,
47315,harvesteliteslim,ss,,,
47316,3p,growanything,,,
47317,6p,gourmetherb,,,
47318,6p,hrlmsaladgreens,,,
47319,9p,gourmetherb,,,
47320,sproutled,wht,gh,,
47321,harvest2018,wht,,,
47322,harvestelite360,ss,,,
47323,9p,saladgreensmix,,,
47324,sproutled,blk,gh,,
47325,harvesteliteslim,ss,,,
47326,6ledwithgh,,,,
47327,ultraled,blk,gh,,
47328,bountyeliteredwifi,,,,
47329,bountyeliteplatinum,wifi,,,
47330,harvestelitetouch,rd,,,
47331,harvestpremium,plt,,,
47332,harvest2016,blk,,,
47333,bountyelitewifi,,,,
47334,harvestelite2018,sge,,,
47335,harvestelite360,ss,,,
47336,harvestelite360,cpr,,,
47337,bountybasic2019,blk,,,
47338,bounty2019,blk,,,
47339,12p,ctomvegetable,,,
47340,12p,hrlmtomato,,,
47341,sproutled,wht,,,
47342,sproutled,red,,,
47343,farm,blk,,,
47344,farmpl,blk,,,
47345,farmxl,wht,,,
47346,harvesttouch,blue,,,
47347,harvestelitecopper,,,,
47348,harvestpl,red,,,
47349,harvest2018,blk,,,
47350,harvestelite2018,ss,,,
47351,harvestelite2018,cpr,,,
47352,gfharvestslim,blk,,,
47353,harvesteliteslim,plt,,,
47354,bounty,,,,
47355,bountyelitewifi,,,,
47356,herbnserve,,,,
47357,pumpfilter,10pk,,,
47358,gstrefillkit,retail,,,
47359,spacerplugs,6spacers,,,
47360,bethebee,,,,
47361,farm,trellissystem,,,
47362,powergrowlightbooster,,,,
47363,oxygenboosterkit,,,,
47364,growbowlv2,,,,
47365,book,50ways,,,
47366,growbulbs,1pk,b,,
47367,20wattledgrowlight,,,,
47368,airstone,5pk,,,
47369,post,black,7,,
47370,harvestwifiblkbowl,,,,
47371,harvestplgreybowl,,,,
47372,harvestpltpremiumbowl,,,,
47373,hood,6led,blackhood,,
47374,base,black,extra555,,
47375,post,black,ultra,extra,bounty
47376,14univps,saladlover's,,,
47377,seedp,,sem,,
47378,7p,ctomkit,herb,,
47379,7p,loveblooms,,,
47380,seedstartingsystemsprout,,,,
47381,3p,growanything,,,
47382,3p,loveblooms,,,
47383,7p,gourmetherb,,,
47384,7p,growanything,,,
47385,7p,mountainmeadow,,,
47386,7p,chilipepper,,,
47387,7p,salsagarden,,,
47388,seedstartingsystem6plstc,,,,
47389,7p,jalapenopepper,,,
47390,7p,polkadotmix,,,
47391,7p,beetgreens,,,
47392,7p,smoothiegreens,,,
47393,herbie,lettucefortwo,,,
47394,herbie,minticecream,,,
47395,6p,saladgreensmix,,,
47396,6p,cole,,,
47397,6p,phloxinabox,,,
47398,6p,growanything,,,
47399,6p,salsagarden,,,
47400,6p,freshtea,,,
47401,6p,jalepenopepper,,,
47402,6p,pizzaherb,,,
47403,6p,cocktailmocktail,,,
47404,6p,zinniamix,,,
47405,9p,ctomkit,flower,,
47406,9p,megacherrytomato,,,
47407,9p,tcanitalianherb,,,
47408,9p,intlbasil,,,
47409,9p,lavender,,,
47410,9p,jalepenopepper,,,
47411,9p,polkadotmix,,,
47412,9p,beetgreens,,,
47413,9p,smoothiegreens,,,
47414,9p,scarboroughfair,,,
47415,12p,jumboveggies,,,
47416,12p,ctomherb,,,
47417,12p,swisschard,,,
47418,farm,saladbar,,,
47419,farmxl,blk,,,
47420,harvesttouch,red,,,
47421,harvesttouch,wht,,,
47422,harvestpremium,plt,,,
47423,harvest2018,wht,,,
47424,harvestelite2018,plt,,,
47425,harvestelite2018,ss,,,
47426,harvestelite2018,cpr,,,
47427,harvestelite360,cpr,,,
47428,harvesteliteslim,plt,,,
47429,harvesteliteslim,ss,,,
47430,harvesteliteslim,cpr,,,
47431,bountyelite,red,,,
47432,bountyeliteredwifi,,,,
47433,pumpfilter,10pk,,,
47434,bowl,white,,,
47435,mezzalunaherbchopper,,,,
47436,herbshears,green,,,
47437,bulkseedplabels,,,,
47438,growbulbs,2pk,b,,
47439,pump,ceramic,7p,,
47440,post,silver,ss6,ss6ps,
47441,harvesttouchwhtbowl,,,,
47442,base,66led2014mdl,,,
47443,bountywifibase,,,,
47444,supergrownutrients3oz,,,,
47445,seedp,,parsley,,
47446,7p,ctomkit,salad,,
47447,3p,ctomkitsalad,,,
47448,7p,loveblooms,,,
47449,seedstartingsystemsprout,,,,
47450,seedstartingsystem,farm,,,
47451,seedstartingsystem,hrvt360,,,
47452,3p,pestobasil,,,
47453,3p,mightyminicherrytomato,,,
47454,3pzinniamix,,,,
47455,3p,freshtea,,,
47456,7p,pestobasil,ca,,
47457,7p,internationalbasil,,,
47458,7p,salsagarden,,,
47459,7p,lavender,ca,,
47460,seedstartingsystem,ss6,,,
47461,7p,mightyminicherrytom,,,
47462,7p,asianherbs,,,
47463,7p,pizzaherb,,,
47464,7p,incredibleedibles,,,
47465,7p,violayellowrdwing,,,
47466,7p,rosemary,,,
47467,herbie,pizzaparty,stand,,
47468,6p,gourmetherb,,,
47469,6p,internationalbasil,,,
47470,6p,mightymini,,,
47471,6p,thaipepper,,,
47472,6p,smoothiegreens,,,
47473,6p,swisschard,,,
47474,9p,ctomkit,flower,,
47475,9p,mixedromaine,,,
47476,9p,growanything,,,
47477,9p,pestobasil,,,
47478,9p,salsagarden,,,
47479,9p,freshtea,,,
47480,9p,asianherbs,,,
47481,9p,pizzaherbkit,,,
47482,9p,celosia,,,
47483,9p,incredibleedibles,,,
47484,9p,violayellowrdwing,,,
47485,9p,ghostpepper,,,
47486,9p,zinniamix,,,
47487,9p,sweetbananapeppers,,,
47488,12p,jumboveggies,,,
47489,12p,ctomherb,,,
47490,12p,ctomsalad,,,
47491,12p,growanything,,,
47492,farm,wht,,,
47493,farmxl,blk,,,
47494,6led,blk,,,
47495,harvestpremium,black,,,
47496,harvestpremium,plt,,,
47497,harvest2018,blk,,,
47498,harvest2018,red,,,
47499,harvestelite2018,cpr,,,
47500,harvestelite360,cpr,,,
47501,harvesteliteslim,ss,,,
47502,bountywithwifi,,,,
47503,bountyelitewifi,,,,
47504,bowl,white,,,
47505,hood,stainless,pro100,,
47506,supergrownutrientsl,,,,
47507,easyfeeddispensers3pk,,,,
47508,book,50ways,,,
47509,20wattledgrowlight,,,,
47510,bowl,black,ss6ps,,
47511,base,66led2014mdl,,,
47512,ap30wledhoodv3,,,,
47513,post,black,ultra,extra,bounty
47514,bountyelitepltbase,,,,
47515,bountyelitepltwifibase,,,,
47516,14univps,saladlover's,,,
47517,seedp,,dillt,,
47518,seedp,,tomatoredh,,
47519,7p,ctomkit,salad,,
47520,3p,ctomkit,herb,,
47521,3p,ctomkitsalad,,,
47522,seedstartingsystem,farm,,,
47523,seedstartingsystem,hrvt2018,,,
47524,3p,growanything,,,
47525,3p,pestobasil,,,
47526,3p,lavenderkit,,,
47527,3p,pizzaherbs,,,
47528,3p,phloxinabox,,,
47529,3p,freshtea,,,
47530,3p,bokchoi,,,
47531,7p,goldentomato,,,
47532,growanything25pk,,,,
47533,7p,internationalbasil,,,
47534,7p,freshtea,,,
47535,7p,mightyminicherrytom,,,
47536,14p,flowerlover's,,,
47537,7p,pizzaherb,,,
47538,7p,cocktailmocktail,,,
47539,7p,smoothiegreens,,,
47540,7p,scarboroughfair,,,
47541,6p,gourmetherb,,,
47542,6p,growanything,,,
47543,6p,cascadingpetunia,,,
47544,6p,internationalbasil,,,
47545,6p,freshtea,,,
47546,6p,hrlmsaladgreens,,,
47547,6p,polkadotmix,,,
47548,6p,violayellowrdwing,,,
47549,6p,zinniamix,,,
47550,6p,swisschard,,,
47551,9p,ctomkit,salad,,
47552,9p,ctomkit,flower,,
47553,9p,hrlmcherrytomato,,,
47554,9p,cole,,,
47555,9p,growanything,,,
47556,9p,mountainmeadow,,,
47557,9p,chilipepper,,,
47558,9p,salsagarden,,,
47559,9pmightymini,,,,
47560,9p,tradlmedicinal,,,
47561,9p,asianherbs,,,
47562,9p,celosia,,,
47563,9p,anaheimpepper,,,
47564,9p,cayennepepper,,,
47565,9p,zinniamix,,,
47566,9p,shishitopeppers,,,
47567,9p,sweetbananapeppers,,,
47568,12p,ctomherb,,,
47569,12p,ctomsalad,,,
47570,12p,hrlmsaladgreens,,,
47571,farm,greatgreens,,,
47572,sproutled,wht,,,
47573,sproutled,red,,,
47574,harvestpremium,plt,,,
47575,harvest360,blk,,,
47576,harvest360,red,,,
47577,harvestelite360,plt,,,
47578,harvesteliteslim,plt,,,
47579,bountywithwifi,,,,
47580,pumpfilter,10pk,,,
47581,bethebee,,,,
47582,aerovoirwithstand,,,,
47583,softtiesforplants,25',,,
47584,peat,bulk,50pk,,
47585,growbulbs,1pk,b,,
47586,12wattledgrowlight,,,,
47587,farmmetalframe,left,blk,,
47588,pump,ultra,extra,bounty,harves
47589,base,black,3,,
47590,harvestplgreybowl,,,,
47591,harvestpltpremiumbowl,,,,
47592,post,aluminum,7mdl2014,,
47593,bowl,66ledmdl2014,,,
47594,hood,black,7led,,
47595,bowl,blk,ultraextra,,
47596,bowl,blk,bounty,,
47597,base,black,extra555,,
47598,post,black,ultra,extra,bounty
47599,bountybountyelitebase,,,,
47600,14p,herblover'sseedkit,,,
47601,seedp,,chivesm,,
47602,seedp,,tomatoredh,,
47603,7p,ctomkit,herb,,
47604,3p,ctomkit,herb,,
47605,3p,ctomkit,veggie,,
47606,3p,ctomkitsalad,,,
47607,3p,ctomkitflower,,,
47608,7p,loveblooms,,,
47609,seedstartingsystemsprout,,,,
47610,seedstartingsystem,hrvt360,,,
47611,3p,cascadingpetunia,,,
47612,3p,mightyminicherrytomato,,,
47613,3p,phloxinabox,,,
47614,3pviolayellowredwing,,,,
47615,3p,beetgreens,,,
47616,3p,swisschard,,,
47617,7p,cherrytomato,,,
47618,7p,saladgreensmix,,,
47619,7p,cole,,,
47620,7p,englishcotte,,,
47621,7p,salsagarden,,,
47622,7p,lavender,ca,,
47623,7p,freshtea,,,
47624,14p,flowerlover's,,,
47625,7p,thaipepper,,,
47626,7p,heirloomsaladgreens,,,
47627,7p,kalemix,,,
47628,7p,beetgreens,,,
47629,7p,rosemary,,,
47630,7p,smoothiegreens,,,
47631,herbie,pizzaparty,pkin,,
47632,herbie,pizzaparty,stand,,
47633,6p,ctomkit,herb,,
47634,6p,tcanitalianherb,,,
47635,6p,cascadingpetunia,,,
47636,6p,pestobasil,,,
47637,6p,freshtea,,,
47638,6p,jalepenopepper,,,
47639,6p,tradlmedicinal,,,
47640,6p,pizzaherb,,,
47641,6p,cocktailmocktail,,,
47642,6p,incredibleedibles,,,
47643,6p,kalemix,,,
47644,6p,rosemary,,,
47645,9p,cole,,,
47646,9p,mixedromaine,,,
47647,9p,cascadingpetunia,,,
47648,9p,pestobasil,,,
47649,9p,jalepenopepper,,,
47650,9p,celosia,,,
47651,9p,beetgreens,,,
47652,9p,shishitopeppers,,,
47653,9p,sweetbananapeppers,,,
47654,12p,ctomvegetable,,,
47655,12p,internationalbasil,,,
47656,12p,swisschard,,,
47657,sproutled,wht,,,
47658,farmpl,blk,,,
47659,farmxl,blk,,,
47660,farmxl,wht,,,
47661,harvestelite,red,,,
47662,harvest2018,wht,,,
47663,harvestelite2018,sge,,,
47664,harvest360,red,,,
47665,harvesteliteslim,ss,,,
47666,harvesteliteslim,cpr,,,
47667,bountyelitewifi,,,,
47668,plantspacers,25pk,,,
47669,aerovoirwithstand,,,,
47670,farm,trellissystem,,,
47671,bulkbaetsuni,,,,
47672,bulkseedplabels,,,,
47673,bulkdomes,,,,
47674,powergrowlightbooster,,,,
47675,oxygenboosterkit,,,,
47676,siphonpump,,,,
47677,farmxlmetalframe,ri,b,,
47678,pump,ultra,extra,bounty,harves
47679,bountyhood,,,,
47680,bountywifibase,,,,
47681,14univps,saladlover's,,,
47682,14p,herblover'sseedkit,,,
47683,supergrownutrients3oz,,,,
47684,7p,ctomkit,herb,,
47685,7p,ctomkit,veg,,
47686,7p,ctomkit,flower,,
47687,3p,ctomkit,herb,,
47688,seedstartingsystem,farm,,,
47689,3p,growanything,,,
47690,3p,mightyminicherrytomato,,,
47691,3pzinniamix,,,,
47692,3p,bokchoi,,,
47693,7p,cherrytomato,,,
47694,7p,saladgreensmix,,,
47695,growanything25pk,,,,
47696,growanything50pk,,,,
47697,7p,mountainmeadow,,,
47698,7p,pestobasil,ca,,
47699,7p,lavender,ca,,
47700,7p,freshtea,,,
47701,7p,mightyminicherrytom,,,
47702,7p,cocktailmocktail,,,
47703,7p,bokchoi,,,
47704,6p,ctomkit,salad,,
47705,6p,tcanitalianherb,,,
47706,6p,phloxinabox,,,
47707,6p,pestobasil,,,
47708,6p,internationalbasil,,,
47709,6p,freshtea,,,
47710,6p,hrlmsaladgreens,,,
47711,6p,incredibleedibles,,,
47712,6p,polkadotmix,,,
47713,6p,zinniamix,,,
47714,6p,scarboroughfair,,,
47715,9p,megacherrytomato,,,
47716,9p,growanything,,,
47717,9p,cascadingpetunia,,,
47718,9p,intlbasil,,,
47719,9p,jalepenopepper,,,
47720,9p,poblanopepper,,,
47721,9p,zinniamix,,,
47722,9p,rosemary,,,
47723,9p,sweetbananapeppers,,,
47724,12p,jumboveggies,,,
47725,12p,ctomherb,,,
47726,12p,ctomsalad,,,
47727,12p,hrlmtomato,,,
47728,12p,growanything,,,
47729,farm,saladbar,a,pkin,
47730,farm,saladbar,b,pkin,
47731,farm,blk,,,
47732,farmpl,blk,,,
47733,farmxl,blk,,,
47734,harvestelite2018,sge,,,
47735,harvestelite360,ss,,,
47736,harvesteliteslim,plt,,,
47737,bountyeliteredwifi,,,,
47738,aerovoirwithstand,,,,
47739,herbshears,green,,,
47740,bulkdomes,,,,
47741,siphonpump,,,,
47742,growbulbs,2pk,b,,
47743,growbulbs,3pk,,,
47744,airstone,5pk,,,
47745,farmpl,ledpowercord,blk,,
47746,ap30wledhoodv3,,,,
47747,bountyelitepltwifibase,,,,
47748,14p,herblover'sseedkit,,,
47749,3p,ctomkit,veggie,,
47750,3p,ctomkitflower,,,
47751,seedstartingsystem,hrvt2018,,,
47752,3p,gourmetherb,,,
47753,3p,kalemix,,,
47754,3p,springflowers,,,
47755,3pzinniamix,,,,
47756,7p,cole,,,
47757,7p,pestobasil,ca,,
47758,7p,salsagarden,,,
47759,seedstartingsystem6plstc,,,,
47760,7p,tradlmedicinal,,,
47761,7p,pizzaherb,,,
47762,7p,celosia,,,
47763,7p,cocktailmocktail,,,
47764,7p,polkadotmix,,,
47765,7p,rosemary,,,
47766,6p,ctomkit,veggie,,
47767,6p,cherrytomato,,,
47768,6p,growanything,,,
47769,6p,lavender,,,
47770,6p,springflowers,,,
47771,6p,beetgreens,,,
47772,9p,megacherrytomato,,,
47773,9p,gourmetherb,,,
47774,9p,saladgreensmix,,,
47775,9p,cole,,,
47776,9p,jalepenopepper,,,
47777,9p,tradlmedicinal,,,
47778,9p,hrlmsaladgreens,,,
47779,9p,asianherbs,,,
47780,9p,pizzaherbkit,,,
47781,9p,polkadotmix,,,
47782,9p,kalemix,,,
47783,9p,ghostpepper,,,
47784,9p,anaheimpepper,,,
47785,9p,bokchoi,,,
47786,12p,ctomflower,,,
47787,12p,hrlmtomato,,,
47788,farmxl,blk,,,
47789,harvesttouch,blue,,,
47790,harvestelite2018,cpr,,,
47791,harvest360,red,,,
47792,harvestelite360,red,,,
47793,bountyelitewifi,,,,
47794,gstrefillkit,retail,,,
47795,aerovoirwithstand,,,,
47796,mezzalunaherbchopper,,,,
47797,softtiesforplants,25',,,
47798,powergrowlightbooster,,,,
47799,growbulbs,1pk,b,,
47800,growbulbs,2pk,b,,
47801,maxgrowlight,triplepk,,,
47802,12wattledgrowlight,,,,
47803,45wattledgrowpanel+stand,,,,
47804,pump,ceramic,7p,,
47805,pump,ultra,extra,bounty,harves
47806,harvestwifiblkbowl,,,,
47807,trellis,ultra,extra,bounty,
47808,bountyeliteredhood,,,,
47809,bountybountyelitebase,,,,
47810,7p,ctomkit,salad,,
47811,3p,ctomkit,herb,,
47812,3p,ctomkitflower,,,
47813,seedstartingsystem,exbtyul,,,
47814,3p,pestobasil,,,
47815,3p,gourmetherb,,,
47816,3p,mightyminicherrytomato,,,
47817,3p,pizzaherbs,,,
